Year,State,District,Crop,Season,Area(in Hectares),Production(in Tonnes)
1999,MAHARASHTRA                   ,YAVATMAL,Niger seed,Kharif,100,0
1999,MAHARASHTRA                   ,YAVATMAL,Other  Rabi pulses,Rabi,400,200
1999,MAHARASHTRA                   ,YAVATMAL,Other Kharif pulses,Kharif,1700,400
1999,MAHARASHTRA                   ,YAVATMAL,Rapeseed &Mustard,Rabi,300,100
1999,MAHARASHTRA                   ,YAVATMAL,Rice,Kharif,5300,4600
1999,MAHARASHTRA                   ,YAVATMAL,Safflower,Rabi,1400,900
1999,MAHARASHTRA                   ,YAVATMAL,Sesamum,Kharif,7200,2400
1999,MAHARASHTRA                   ,YAVATMAL,Sesamum,Rabi,200,100
1999,MAHARASHTRA                   ,YAVATMAL,Small millets,Kharif,400,200
1999,MAHARASHTRA                   ,YAVATMAL,Soyabean,Kharif,77700,100900
1999,MAHARASHTRA                   ,YAVATMAL,Sugarcane,Whole year,7000,649900
1999,MAHARASHTRA                   ,YAVATMAL,Sunflower,Kharif,700,300
1999,MAHARASHTRA                   ,YAVATMAL,Sunflower,Rabi,400,200
1999,MAHARASHTRA                   ,YAVATMAL,Sunflower,Summer,400,500
1999,MAHARASHTRA                   ,YAVATMAL,Urad,Kharif,23800,18000
1999,MAHARASHTRA                   ,YAVATMAL,Wheat,Rabi,24200,28800
1999,MANIPUR                       ,BISHNUPUR,Banana,Whole year,440,5660
1999,MANIPUR                       ,BISHNUPUR,Dry chillies,Whole year,540,320
1999,MANIPUR                       ,BISHNUPUR,Dry ginger,Kharif,20,30
1999,MANIPUR                       ,BISHNUPUR,Jute,Kharif,20,40
1999,MANIPUR                       ,BISHNUPUR,Onion,Whole year,10,20
1999,MANIPUR                       ,BISHNUPUR,Peas & beans (Pulses),Kharif,110,50
1999,MANIPUR                       ,BISHNUPUR,Potato,Whole year,350,1830
1999,MANIPUR                       ,BISHNUPUR,Rapeseed &Mustard,Rabi,1010,450
1999,MANIPUR                       ,BISHNUPUR,Rice,Kharif,18360,48930
1999,MANIPUR                       ,BISHNUPUR,Sugarcane,Whole year,60,1960
1999,MANIPUR                       ,BISHNUPUR,Turmeric,Whole year,60,30
1999,MANIPUR                       ,CHANDEL,Banana,Whole year,810,10420
1999,MANIPUR                       ,CHANDEL,Dry chillies,Whole year,10,10
1999,MANIPUR                       ,CHANDEL,Dry ginger,Kharif,50,80
1999,MANIPUR                       ,CHANDEL,Maize,Kharif,180,460
1999,MANIPUR                       ,CHANDEL,Onion,Whole year,10,20
1999,MANIPUR                       ,CHANDEL,Peas & beans (Pulses),Kharif,310,160
1999,MANIPUR                       ,CHANDEL,Potato,Whole year,130,680
1999,MANIPUR                       ,CHANDEL,Rapeseed &Mustard,Rabi,40,20
1999,MANIPUR                       ,CHANDEL,Rice,Kharif,6170,6710
1999,MANIPUR                       ,CHANDEL,Sesamum,Kharif,140,70
1999,MANIPUR                       ,CHANDEL,Soyabean,Kharif,130,160
1999,MANIPUR                       ,CHANDEL,Sugarcane,Whole year,180,5880
1999,MANIPUR                       ,CHANDEL,Tapioca,Whole year,30,130
1999,MANIPUR                       ,CHANDEL,Turmeric,Whole year,10,10
1999,MANIPUR                       ,CHURACHANDPUR,Banana,Whole year,390,5010
1999,MANIPUR                       ,CHURACHANDPUR,Cotton(lint),Kharif,50,30
1999,MANIPUR                       ,CHURACHANDPUR,Dry chillies,Whole year,1430,860
1999,MANIPUR                       ,CHURACHANDPUR,Dry ginger,Kharif,80,130
1999,MANIPUR                       ,CHURACHANDPUR,Maize,Kharif,840,1030
1999,MANIPUR                       ,CHURACHANDPUR,Onion,Whole year,10,20
1999,MANIPUR                       ,CHURACHANDPUR,Peas & beans (Pulses),Kharif,270,140
1999,MANIPUR                       ,CHURACHANDPUR,Potato,Whole year,60,310
1999,MANIPUR                       ,CHURACHANDPUR,Rice,Kharif,13730,25010
1999,MANIPUR                       ,CHURACHANDPUR,Sesamum,Kharif,780,390
1999,MANIPUR                       ,CHURACHANDPUR,Sugarcane,Whole year,400,13060
1999,MANIPUR                       ,CHURACHANDPUR,Turmeric,Whole year,20,10
1999,MANIPUR                       ,IMPHAL EAST,Banana,Whole year,550,7070
1999,MANIPUR                       ,IMPHAL EAST,Dry chillies,Whole year,480,290
1999,MANIPUR                       ,IMPHAL EAST,Onion,Whole year,60,130
1999,MANIPUR                       ,IMPHAL EAST,Peas & beans (Pulses),Kharif,830,420
1999,MANIPUR                       ,IMPHAL EAST,Potato,Whole year,250,1310
1999,MANIPUR                       ,IMPHAL EAST,Rice,Kharif,33650,81330
1999,MANIPUR                       ,IMPHAL EAST,Soyabean,Kharif,20,20
1999,MANIPUR                       ,IMPHAL EAST,Sugarcane,Whole year,10,330
1999,MANIPUR                       ,IMPHAL WEST,Dry chillies,Whole year,420,250
1999,MANIPUR                       ,IMPHAL WEST,Onion,Whole year,110,240
1999,MANIPUR                       ,IMPHAL WEST,Peas & beans (Pulses),Kharif,270,140
1999,MANIPUR                       ,IMPHAL WEST,Potato,Whole year,100,520
1999,MANIPUR                       ,IMPHAL WEST,Rice,Kharif,15460,49120
1999,MANIPUR                       ,IMPHAL WEST,Soyabean,Kharif,10,10
1999,MANIPUR                       ,IMPHAL WEST,Turmeric,Whole year,10,10
1999,MANIPUR                       ,SENAPATI,Banana,Whole year,670,8620
1999,MANIPUR                       ,SENAPATI,Dry chillies,Whole year,370,220
1999,MANIPUR                       ,SENAPATI,Dry ginger,Kharif,160,260
1999,MANIPUR                       ,SENAPATI,Maize,Kharif,2240,6400
1999,MANIPUR                       ,SENAPATI,Onion,Whole year,80,170
1999,MANIPUR                       ,SENAPATI,Peas & beans (Pulses),Kharif,100,50
1999,MANIPUR                       ,SENAPATI,Potato,Whole year,350,1830
1999,MANIPUR                       ,SENAPATI,Rapeseed &Mustard,Rabi,360,160
1999,MANIPUR                       ,SENAPATI,Rice,Kharif,24530,52880
1999,MANIPUR                       ,SENAPATI,Sesamum,Kharif,60,30
1999,MANIPUR                       ,SENAPATI,Soyabean,Kharif,200,240
1999,MANIPUR                       ,SENAPATI,Turmeric,Whole year,10,10
1999,MANIPUR                       ,TAMENGLONG,Banana,Whole year,410,5270
1999,MANIPUR                       ,TAMENGLONG,Dry chillies,Whole year,410,250
1999,MANIPUR                       ,TAMENGLONG,Dry ginger,Kharif,80,130
1999,MANIPUR                       ,TAMENGLONG,Maize,Kharif,10,20
1999,MANIPUR                       ,TAMENGLONG,Peas & beans (Pulses),Kharif,10,10
1999,MANIPUR                       ,TAMENGLONG,Potato,Whole year,10,50
1999,MANIPUR                       ,TAMENGLONG,Rice,Kharif,9540,13070
1999,MANIPUR                       ,THOUBAL,Dry chillies,Whole year,2650,1590
1999,MANIPUR                       ,THOUBAL,Dry ginger,Kharif,130,220
1999,MANIPUR                       ,THOUBAL,Onion,Whole year,20,40
1999,MANIPUR                       ,THOUBAL,Peas & beans (Pulses),Kharif,380,190
1999,MANIPUR                       ,THOUBAL,Potato,Whole year,1060,5550
1999,MANIPUR                       ,THOUBAL,Rice,Kharif,21770,57780
1999,MANIPUR                       ,THOUBAL,Turmeric,Whole year,10,10
1999,MANIPUR                       ,UKHRUL,Banana,Whole year,240,3090
1999,MANIPUR                       ,UKHRUL,Dry chillies,Whole year,610,360
1999,MANIPUR                       ,UKHRUL,Dry ginger,Kharif,70,120
1999,MANIPUR                       ,UKHRUL,Maize,Kharif,1070,2800
1999,MANIPUR                       ,UKHRUL,Potato,Whole year,160,840
1999,MANIPUR                       ,UKHRUL,Rice,Kharif,13840,30150
1999,MANIPUR                       ,UKHRUL,Sesamum,Kharif,230,110
1999,MANIPUR                       ,UKHRUL,Soyabean,Kharif,110,130
1999,MANIPUR                       ,UKHRUL,Turmeric,Whole year,100,60
1999,MEGHALYA                      ,EAST GARO HILLS,Arecanut,Whole year,797,753
1999,MEGHALYA                      ,EAST GARO HILLS,Arhar,Kharif,110,94
1999,MEGHALYA                      ,EAST GARO HILLS,Banana,Whole year,1089,13665
1999,MEGHALYA                      ,EAST GARO HILLS,Castor seed,Kharif,8,4
1999,MEGHALYA                      ,EAST GARO HILLS,Cotton(lint),Kharif,2730,1991
1999,MEGHALYA                      ,EAST GARO HILLS,Dry chillies,Whole year,330,198
1999,MEGHALYA                      ,EAST GARO HILLS,Dry ginger,Kharif,3550,22063
1999,MEGHALYA                      ,EAST GARO HILLS,Gram,Rabi,253,152
1999,MEGHALYA                      ,EAST GARO HILLS,Jute,Kharif,312,2753
1999,MEGHALYA                      ,EAST GARO HILLS,Maize,Kharif,1094,1365
1999,MEGHALYA                      ,EAST GARO HILLS,Mesta,Kharif,270,1244
